Population,Area (sq. mi.),Pop. Density ,GDP ($ per capita),Literacy (%),Infant mortality ,Development Index
-0.20267326616334494,488100,10.3,-0.39169677135211795,0.7218411595248878,73.08,-1.0993009573001609
0.2467726549948643,301230,193.0,1.6917259944926215,0.7527497349295627,5.94,1.1698982664845747
-0.20122582762187785,198500,26.3,-0.8103750305170895,0.6703268671837626,35.64,0.03529865459220697
-0.24460542813769226,344,260.8,-0.4714450111930649,0.7218411595248878,14.62,0.03529865459220697
-0.24475621815337034,193,372.5,1.8213168842341603,0.6703268671837626,5.89,1.1698982664845747
-0.08552197852857166,185180,102.0,-0.6409100208550772,-0.3651104088728543,29.53,0.03529865459220697
-0.22834594358390461,20273,99.2,0.924149186023507,0.8094154565048008,4.45,1.1698982664845747
-0.24518375847235707,240,89.1,-0.4714450111930649,0.567298282501512,0.0,1.1698982664845747
-0.11640563110130772,2717300,5.6,-0.34185412145152605,0.7424468764613382,29.21,0.03529865459220697
-0.0166254514741,1960582,13.8,0.20641502745498436,-0.2672332534247168,13.24,0.03529865459220697
-0.2435966114406174,12200,17.1,-0.6807841407755507,-1.5963019958257476,55.16,-1.0993009573001609
-0.24530131237746072,413,18.2,-0.7206582606960241,0.6703268671837626,19.0,0.03529865459220697
-0.24124603281142362,23000,21.2,-0.8402806204574447,-0.8287390399429814,104.13,-2.2339005691925284
-0.21256850115243492,10400,372.5,-0.4913820711533016,0.17578966070896063,24.52,0.03529865459220697
-0.05655093459507276,237500,93.9,-0.27207441159069745,0.7424468764613382,26.43,0.03529865459220697
0.03340954050115636,2381740,13.8,-0.3717597113918812,-0.7205590260266187,31.0,0.03529865459220697
-0.07870591764921307,801590,24.6,-0.850249150437563,-1.864176315999599,130.79,-2.2339005691925284
-0.23330207751432275,267667,5.3,-0.421602361292473,-1.07085621394627,53.64,-1.0993009573001609
-0.0879422378572403,587040,31.7,-0.8901232703580365,-0.7772247476018561,76.83,-1.0993009573001609
-0.21504381255116614,28748,124.6,-0.5212876610936568,0.1294267976019476,21.52,0.03529865459220697
-0.24445049842306588,702,153.9,-0.7705009105966161,0.2582125284547607,30.21,0.03529865459220697
-0.12784962990121418,181040,76.7,-0.7804694405767344,-0.7514676014312935,71.48,-1.0993009573001609
-0.2048398440632122,121320,39.5,-0.9000918003381548,-1.3078219587154463,74.87,-1.0993009573001609
-0.22610772942125562,64589,35.2,0.04691854777309041,0.814566885738913,9.55,1.1698982664845747
-0.16333087106785282,245857,39.4,-0.7605323806164976,-2.4771963948589892,90.37,-1.0993009573001609
-0.1750280010298293,27750,299.4,-0.8103750305170895,-1.6014534250598602,73.45,-1.0993009573001609
-0.22606550279885487,47000,48.5,-0.8402806204574447,-2.1526563531099,100.44,-2.2339005691925284
-0.24478145423223496,754,91.4,-0.4315708912725914,0.5157839901603869,14.15,0.03529865459220697
-0.2063312700806204,323802,14.2,2.798232822285761,0.8248697442071382,3.7,1.1698982664845747
-0.24459373708606125,116,785.2,1.5023239248703726,0.7733554518660131,5.24,1.1698982664845747
-0.24507709984853446,160,212.4,1.5222609848306092,0.8248697442071382,4.7,1.1698982664845747
-0.18334132921959057,112090,65.4,-0.7106897307159058,-0.4011704135116421,29.32,0.03529865459220697
-0.20893415023896614,622984,6.9,-0.8602176804176813,-1.6993305805079981,91.0,-1.0993009573001609
-0.1548835486961831,131940,81.0,1.0238344858246908,0.6960840133543251,5.53,1.1698982664845747
-0.14388614637545263,196190,61.1,-0.8103750305170895,-2.2556849377921506,55.51,-1.0993009573001609
2.2811570658054054,9631420,31.0,2.798232822285761,0.6703268671837626,6.5,1.1698982664845747
-0.006669661747633775,236040,119.5,-0.8303120904773262,-0.725710455260731,67.83,-1.0993009573001609
-0.2220155311903649,10991,250.9,-0.5810988409743669,0.20154680687952323,12.36,0.03529865459220697
-0.09856464609900839,475440,36.5,-0.7904379705568527,-0.2569303949564916,68.26,-1.0993009573001609
-0.2418009641115424,4033,104.4,-0.8303120904773262,-0.3805646965751925,47.77,0.03529865459220697
-0.09590524084888843,322460,54.8,-0.8303120904773262,-1.7044820097421107,90.83,-1.0993009573001609
0.01755259722546743,647500,48.0,-0.9000918003381548,-2.4720449656248764,163.07,-2.2339005691925284
1.832550199824824,1919440,127.9,-0.6508785508351955,0.20154680687952323,35.6,0.03529865459220697
0.9643207351299966,17075200,8.4,-0.08267234196844842,0.8042640272706879,15.39,0.03529865459220697
-0.23786968926982893,11437,77.4,1.1733624355264662,-0.0766303717625533,18.61,0.03529865459220697
0.03604377739754788,446550,74.4,-0.5711303109942486,-1.6632705758692103,41.62,0.03529865459220697
-0.16581816981568578,88361,106.3,-0.7505638506363793,0.46426969781926164,12.89,0.03529865459220697
-0.2140223566505539,342000,10.8,-0.9000918003381548,-0.009661791719090651,93.86,-1.0993009573001609
0.3507345400860508,780580,90.2,-0.3019800015310526,0.1294267976019476,41.04,0.03529865459220697
10.878266257642471,9596960,136.9,-0.4714450111930649,0.3560896839028989,24.18,0.03529865459220697
-0.24480801095125485,53,1241.0,2.61879928264363,0.7218411595248878,8.53,1.1698982664845747
-0.22138822711660858,1564116,1.8,-0.7904379705568527,0.7115383010566626,53.79,-1.0993009573001609
-0.014192400560337621,447400,61.0,-0.8004065005369712,0.7888097395683504,71.1,-1.0993009573001609
-0.24522915971051573,274,58.5,-0.6010359009346037,-1.7508448728491233,0.0,1.1698982664845747
0.2677305708703087,244820,247.6,1.7914112942938052,0.7733554518660131,5.16,1.1698982664845747
-0.19821010349909388,129494,43.0,-0.7405953206562609,-0.8493447568794318,29.11,0.03529865459220697
-0.21910246144272763,212460,14.6,0.3360059171965232,-0.4217761304480925,19.51,0.03529865459220697
-0.24488768957395654,2166086,0.0,1.0238344858246908,0.7733554518660131,15.82,0.03529865459220697
-0.21097539430871243,70280,57.8,1.9808133639160543,0.7218411595248878,5.39,1.1698982664845747
-0.18660960884078714,1092,6355.7,1.9010651240751073,0.49002684398982427,2.97,1.1698982664845747
-0.2394508510926598,665,1050.5,0.7148100564410212,0.26336395768887294,17.27,0.03529865459220697
-0.24153178209220055,1780,254.4,-0.17238911178951377,0.3097268207958859,8.6,1.1698982664845747
-0.24485331060170923,11854,5.1,-0.8103750305170895,0.5003297024580494,29.45,0.03529865459220697
0.09259912537636918,2766890,14.4,0.1466038475742741,0.6754782964178748,15.18,0.03529865459220697
-0.22489157221980235,17820,135.7,0.924149186023507,-0.025116079421428072,9.95,1.1698982664845747
-0.24508932423561278,2,16271.5,1.7216315844329766,0.7733554518660131,5.43,1.1698982664845747
-0.2407924521775803,28051,19.3,-0.7007212007357875,0.08821536372904758,85.13,-1.0993009573001609
-0.17879995248870745,112620,69.8,-0.8602176804176813,-2.219624933153363,85.0,-1.0993009573001609
-0.13519358282007646,118480,109.8,-0.9100603303182733,-1.0966133601168326,103.32,-2.2339005691925284
0.16815489575740236,98480,496.0,0.8045268262620866,0.7166897302907755,7.05,1.1698982664845747
-0.21846619225407105,1030700,3.1,-0.7904379705568527,-2.1784134992804627,70.89,-1.0993009573001609
-0.24530534202306273,242,29.0,-0.28204294157081583,0.7733554518660131,7.54,1.1698982664845747
-0.24164741429656544,163270,2.7,-0.5711303109942486,0.46426969781926164,23.57,0.03529865459220697
1.1582687631440198,803940,206.2,-0.7605323806164976,-1.9723563299159617,72.44,-1.0993009573001609
-0.21500782510693486,65200,55.0,0.16654090753451087,0.8042640272706879,6.89,1.1698982664845747
-0.1555793228826053,92391,114.8,0.8244638862223234,0.47972398552159906,5.05,1.1698982664845747
-0.10575401639456716,41526,397.1,1.8811280641148704,0.7733554518660131,5.04,1.1698982664845747
-0.2448110924449505,78,838.6,1.0238344858246908,0.7733554518660131,4.71,1.1698982664845747
-0.23886960011149772,214970,3.6,-0.5711303109942486,0.7630525933977879,33.26,0.03529865459220697
-0.24436716264301112,389,303.0,-0.6807841407755507,0.6188125748426373,14.78,0.03529865459220697
0.3876787965754752,1127127,66.3,-0.9000918003381548,-2.1268992069393375,95.32,-1.0993009573001609
-0.2413486109957921,2586,183.5,4.522788508846239,0.8248697442071382,4.81,1.1698982664845747
-0.23634178480095222,5128,207.9,-0.022861162087738193,0.7527497349295627,24.31,0.03529865459220697
-0.21961230473344254,111370,27.3,-0.8701862103977998,-1.364487680290684,128.87,-2.2339005691925284
-0.055653407228006005,239460,93.6,-0.7505638506363793,-0.47329042278921774,51.43,-1.0993009573001609
